"Banque","Type","Adresse"
"Société générale","Lucrative","61 BD DE LA CROISETTE06400 CANNES"
"Société générale","Lucrative","1 IMP DES BRUYERES06510 CARROS"
"Société générale","Lucrative","50 BD CARNOT06110 LE CANNET"
"Société générale","Lucrative","171 Avenue du 11 Novembre 06700 Saint-Laurent-du-Var"
"Société générale","Lucrative","6 BD EMMANUEL ROUQUIER06130 GRASSE"
"Société générale","Lucrative","6 BD EMMANUEL ROUQUIER06130 GRASSE"
"Société générale","Lucrative","140 BD WILSON06160 JUAN-LES-PINS"
"Société générale","Lucrative","64 B RUE G CLEMENCEAU06480 LA COLLE SUR LOUP"
"Société générale","Lucrative","12 RUE DES MURIERS06110 LE CANNET"
"Société générale","Lucrative","69 AV FRANKLIN ROOSEVELT06110 LE CANNET"
"Société générale","Lucrative","809 BD DES ECUREUILS06210 MANDELIEU"
"Société générale","Lucrative","6 AV BOYER06500 MENTON"
"Société générale","Lucrative","27 PORTE DE FRANCE06500 MENTON"
"Société générale","Lucrative","RTE NATIONALE06370 MOUANS-SARTOUX"
"Société générale","Lucrative","52 AV DE TOURNAMY06250 MOUGINS"
"Société générale","Lucrative","455 PROM. DES ANGLAIS06200 NICE"
"Société générale","Lucrative","455 PROM DES ANGLAIS06200 NICE"
"Société générale","Lucrative","39T BD DE CIMIEZ06000 NICE"
"Société générale","Lucrative","455 PROMENADE DES ANGLAIS06200 NICE"
"Société générale","Lucrative","8 AV JEAN MEDECIN06000 NICE"
"Société générale","Lucrative","30 BD GORBELLA06100 NICE"
"Société générale","Lucrative","21 BD FRANCOIS GROSSO06000 NICE"
"Société générale","Lucrative","8 AV JEAN MEDECIN06000 NICE"
"Société générale","Lucrative","2 PL ILE DE BEAUTE06300 NICE"
"Société générale","Lucrative","15B RUE LEPANTE06000 NICE"
"Société générale","Lucrative","4 PL GAL DE GAULLE06000 NICE"
"Société générale","Lucrative","28 AV DE LA CALIFORNIE06200 NICE"
"Société générale","Lucrative","22 RUE VERDI06000 NICE"
"Société générale","Lucrative","33 AV DE LA REPUBLIQUE06300 NICE"
"Société générale","Lucrative","6 BD SAINT-ROCH06300 NICE"
"Société générale","Lucrative","22 AV SAINT-SYLVESTRE06100 NICE"
"Société générale","Lucrative","40 AV STE-MARGUERITE06200 NICE"
"Société générale","Lucrative","2 RUE LEBON06530 PEYMEINADE"
"Société générale","Lucrative","171 Avenue du 11 Novembre 06700 Saint-Laurent-du-Var"
"Société générale","Lucrative","2 PL ALEXIS MAIFFREDI06670 ST MARTIN DU VAR"
"Société générale","Lucrative","109 QU DE LA BANQUIERE06730 SAINT ANDRE DE LA ROCHE"
"Société générale","Lucrative","396 AV DU GAL LECLERC06700 ST LAURENT DU VAR"
"Société générale","Lucrative","PL BERMOND06560 VALBONNE"
"Société générale","Lucrative","PL BERMOND06560 VALBONNE SOPHIA-ANTIPOLIS"
"Société générale","Lucrative","6 AV SAINT ROCH06560 VALBONNE"
"Société générale","Lucrative","28 AVENUE DE LA GARE06220 VALLAURIS"
"Société générale","Lucrative","10 AV DE LA RESISTANCE06140 VENCE"
"Société générale","Lucrative","2 AVENUE DE LA MER06270 VILLENEUVE-LOUBET"
"Société générale","Lucrative","5 PL DES CORDELIERS07100 ANNONAY"
"Société générale","Lucrative","3 PL DU GAL DE GAULLE07200 AUBENAS"
"Société générale","Lucrative","29 PL JEAN JAURES07500 GUILHERAND-GRANGES"
"Société générale","Lucrative","68 RUE NATIONALE07120 RUOMS"
"Société générale","Lucrative","4 RUE BOISSY D ANGLAS07300 TOURNON-S-RHONE"
"Société générale","Lucrative","32 AV JEAN JAURES08000 CHARLEVILLE MEZIERES"
"Société générale","Lucrative","1 PL DU 148 EME RGT D'INFANTE08600 GIVET"
"Société générale","Lucrative","24 PL DE LA REPUBLIQUE08300 RETHEL"
"Société générale","Lucrative","20 AV MARECHAL LECLERC08200 SEDAN"
"Société générale","Lucrative","5 RUE CHANZY08400 VOUZIERS"
"Société générale","Lucrative","PROMENADE PAUL SALETTE09110 AX LES THERMES"
"Société générale","Lucrative","17 RUE TH.DELCASSE09000 FOIX"
"Société générale","Lucrative","17 R TH DELCASSE09000 FOIX"
"Société générale","Lucrative","10 AV DU 11 NOVEMBRE09300 LAVELANET"
"Société générale","Lucrative","5 RTE DE FOIX09100 PAMIERS"
"Société générale","Lucrative","7 RUE JULES DESBIAUX09200 SAINT GIRONS"
"Société générale","Lucrative","22 RUE DE LA REPUBLIQUE09400 TARASCON SUR ARIEGE"
"Société générale","Lucrative","20 RUE ROGER SALENGRO10600 CHAPELLE ST-LUC"
"Société générale","Lucrative","77 RUE DE LA BOULE D'OR10100 ROMILLY-S-SEINE"
"Société générale","Lucrative","98 AV GALLIENI10300 STE-SAVINE"
"Société générale","Lucrative","11 PL DU MARECHAL FOCH10000 TROYES"
"Société générale","Lucrative","11 PL MARECHAL FOCH10000 TROYES"
"Société générale","Lucrative","70 AV P. BROSSOLETTE10000 TROYES"
"Société générale","Lucrative","46 AV DR HENRI GOUT11000 CARCASSONNE"
"Société générale","Lucrative","27 CRS REPUBLIQUE11400 CASTELNAUDARY"
"Société générale","Lucrative","28 CRS REPUBLIQUE11200 LEZIGNAN-CORBIERES"
"Société générale","Lucrative","16 RUE JEAN JAURES11300 LIMOUX"
"Société générale","Lucrative","3 5 CRS REPUBLIQUE11100 NARBONNE"
"Société générale","Lucrative","ROUTE DE PERPIGNAN11100 NARBONNE"
"Société générale","Lucrative","3/5 CRS DE LA REPUBLIQUE11100 NARBONNE"
"Société générale","Lucrative","2-4 PL GAL DE GAULLE12000 RODEZ"
"Société générale","Lucrative","37 BD LA REPUBLIQUE12100 MILLAU"
"Société générale","Lucrative","37 BD DE LA REPUBLIQUE12100 MILLAU"
"Société générale","Lucrative","62 RTE D'ESPALION12850 ONET LE CHATEAU"
"Société générale","Lucrative","2-4 PL GAL DE GAULLE12000 RODEZ"
"Société générale","Lucrative","11 BD EMILE BOREL12400 ST-AFFRIQUE"
"Société générale","Lucrative","6 R STE EMILIE DE RODAT12200 VILLEFRANCHE DE ROUERGUE"
"Société générale","Lucrative","26 CRS SEXTIUS13100 AIX-EN-PROVENCE"
"Société générale","Lucrative","27 SQ ABBE BLAISE13080 LUYNES"
"Société générale","Lucrative","10 AV PASTEUR13100 AIX-EN-PROVENCE"
"Société générale","Lucrative","15 PL WALDECK-ROUSSEAU13540 PUYRICARD"
"Société générale","Lucrative","1 RUE MAHATMA GANDHI13090 AIX-EN-PROVENCE"
"Société générale","Lucrative","1 RUE MAHATMA GANDHI13090 AIX-EN-PROVENCE"
"Société générale","Lucrative","1 RUE MAHATMA GANDHI13090 AIX-EN-PROVENCE"
"Société générale","Lucrative","16 CRS MIRABEAU13100 AIX-EN-PROVENCE"
"Société générale","Lucrative","645 RTE DE BERRE13090 AIX-EN-PROVENCE"
"Société générale","Lucrative","RUE GUILLAUME DU VAIR13090 AIX LES MILLES"
"Société générale","Lucrative","565 AV MARCELIN BERTHELOT13290 AIX EN PROVENCE"
"Société générale","Lucrative","1 RUE MAHATMA GANDHI13090 AIX-EN-PROVENCE"
"Société générale","Lucrative","67 CRS GAMBETTA13100 AIX-EN-PROVENCE"
"Société générale","Lucrative","31 RUE DE LA REPUBLIQUE13200 ARLES"
"Société générale","Lucrative","31 RUE DE LA REPUBLIQUE13200 ARLES"
"Société générale","Lucrative","75 BIS AV DE STALINGRAD13200 ARLES"
"Société générale","Lucrative","12 PROM DU JEUNE ANACHARSIS13400 AUBAGNE"
"Société générale","Lucrative","1085 AV DES PALUDS13400 AUBAGNE"
"Société générale","Lucrative","12 AV DE LA LIBERATION13130 BERRE-L'ETANG"
"Société générale","Lucrative","1596 AV DE LA CROIX D'OR13320 BOUC BEL AIR"
"Société générale","Lucrative","AV DE CASSIS13470 CARNOUX EN PROVENCE"
"Société générale","Lucrative","12 AV DRAIO DE LA MAR13620 CARRY LE ROUET"
"Société générale","Lucrative","AV DU GAL DE GAULLE13160 CHATEAURENARD"
"Société générale","Lucrative","1 AV CAMILLE PELLETAN13270 FOS-SUR-MER"
"Société générale","Lucrative","IMP DES TEMPLIERS13180 GIGNAC-LA-NERTHE"
"Société générale","Lucrative","CHE DU BORD DE CRAU13800 ISTRES"
"Société générale","Lucrative","RPT DE LATTRE DE TASSIGNY13600 LA CIOTAT"
"Société générale","Lucrative","QUA SOUQUE NEGRE13112 LA DESTROUSSE"
"Société générale","Lucrative","39 TRA HERMES13580 LA FARE LES OLIVIERS"
"Société générale","Lucrative","3 RTE D'AIX-EN-PROVENCE13410 LAMBESC"
"Société générale","Lucrative","13 CRS MIRABEAU13700 MARIGNANE"
"Société générale","Lucrative","62 LA CANEBIERE13001 MARSEILLE"
"Société générale","Lucrative","159 BD BAILLE13005 MARSEILLE"
"Société générale","Lucrative","141 AV DE HAMBOURG13008 MARSEILLE"
"Société générale","Lucrative","15 LA CANEBIERE13001 MARSEILLE"
"Société générale","Lucrative","467 AV DU PRADO13008 MARSEILLE"
"Société générale","Lucrative","10 PL CASTELLANE13006 MARSEILLE"
"Société générale","Lucrative","129 BD F. DUPARC13004 MARSEILLE"
"Société générale","Lucrative","60 AV DE LA CORSE13007 MARSEILLE"
"Société générale","Lucrative","67 BD PERIER13008 MARSEILLE"
"Société générale","Lucrative","467 AV DU PRADO13008 MARSEILLE"
"Société générale","Lucrative","15-17 LA CANEBIERE13001 MARSEILLE"
"Société générale","Lucrative","7 BD DE DUNKERQUE13002 MARSEILLE"
"Société générale","Lucrative","AV DES PEINTRES ROUX13011 MARSEILLE"
"Société générale","Lucrative","109 RUE EMILE ZOLA13009 MARSEILLE"
"Société générale","Lucrative","2 CRS PIERRE PUGET13006 MARSEILLE"
"Société générale","Lucrative","305 AV DU PRADO13008 MARSEILLE"
"Société générale","Lucrative","101 RUE MONTAIGNE13012 MARSEILLE"
"Société générale","Lucrative","147 AV 24 AVRIL 191513012 MARSEILLE"
"Société générale","Lucrative","85 BD DE SAINT-LOUP13010 MARSEILLE"
"Société générale","Lucrative","111 CHE DE CH GOMBERT13013 MARSEILLE"
"Société générale","Lucrative","325 AV DE MAZARGUES13008 MARSEILLE"
"Société générale","Lucrative","9 PL SEBASTOPOL13004 MARSEILLE"
"Société générale","Lucrative","36 BD STE MARGUERITE13009 MARSEILLE"
"Société générale","Lucrative","56 QU GENERAL LECLERC13500 MARTIGUES"
"Société générale","Lucrative","32 AV CH. DE GAULLE13140 MIRAMAS"
"Société générale","Lucrative","RTE DEPARTEMENTAL 57213330 PELISSANNE"
"Société générale","Lucrative","RTE DE TRETS RD613790 PEYNIER"
"Société générale","Lucrative","CTRE CIAL BARNEOUD13170 LES PENNES-MIRABEAU"
"Société générale","Lucrative","LE MAIL CHARLES DE GAULL13380 PLAN DE CUQUES"
"Société générale","Lucrative","32 AV DU PORT13230 PORT ST LOUIS R."
"Société générale","Lucrative","14 BD VICTOR HUGO13210 ST REMY DE PROVENCE"
"Société générale","Lucrative","14 BD DE LA REPUBLIQUE13300 SALON PROVENCE"
"Société générale","Lucrative","645 AV DU 22 AOUT 194413300 SALON DE PROVENCE"
"Société générale","Lucrative","16 AVENUE DE LA REPUBLIQUE13310 ST MARTIN DE CRAU"
"Société générale","Lucrative","21 CRS ARISTIDE BRIAND13150 TARASCON"
"Société générale","Lucrative","AV DE LA GRANDE BEGUDE13770 VENELLES"
"Société générale","Lucrative","RPT DE LA PIERRE PLANTEE13127 VITROLLES"
"Société générale","Lucrative","12 BD DELEAN14370 ARGENCES"
"Société générale","Lucrative","26 RUE SAINT-MALO14400 BAYEUX"
"Société générale","Lucrative","24 AV DE LA MER14390 CABOURG"
"Société générale","Lucrative","42 RUE NICOLAS ORESME14000 CAEN"
"Société générale","Lucrative","7 BD MARECHAL JUIN14000 CAEN"
"Société générale","Lucrative","7 BD MARECHAL JUIN14000 CAEN"
"Société générale","Lucrative","59 RUE DE FALAISE14000 CAEN"
"Société générale","Lucrative","130 BD MAL LECLERC14000 CAEN"
"Société générale","Lucrative","34 RTE LA DELIVRANDE14000 CAEN"
"Société générale","Lucrative","52 AV HENRI CHERON14000 CAEN"
"Société générale","Lucrative","9 PL DE MORNY14800 DEAUVILLE"
"Société générale","Lucrative","5 RUE PAUL CANTA14160 DIVES-SUR-MER"
"Société générale","Lucrative","6 AVENUE DE LA BASILIQUE14440 DOUVRES LA DELIVRANDE"
"Société générale","Lucrative","16 PL DU DR P.GERMAN14700 FALAISE"
"Société générale","Lucrative","320 QUA DU VAL14200 HEROUVILLE SAINT CLAIR"
"Société générale","Lucrative","4 RUE DES LOGETTES14600 HONFLEUR"
"Société générale","Lucrative","9 PLACE CLAUDE DEBUSSY14123 IFS"
"Société générale","Lucrative","23 RUE PONT MORTAIN14100 LISIEUX"
"Société générale","Lucrative","2 RUE VOLTAIRE14270 MEZIDON-CANON"
"Société générale","Lucrative","Z.A DE L'ETOILE14120 MONDEVILLE"
"Société générale","Lucrative","97 RUE GRANDE14290 ORBEC"
"Société générale","Lucrative","4 RUE AUBER14150 OUISTREHAM"
"Société générale","Lucrative","13 PL JEAN BUREAU14130 PONT-L'EVEQUE"
"Société générale","Lucrative","PL DU MARCHE14170 SAINT-PIERRE-EN-AUGE"
"Société générale","Lucrative","6 RUE VICTOR HUGO14360 TROUVILLE SUR MER"
"Société générale","Lucrative","17 RUE D'AIGNAUX14500 VIRE"
"Société générale","Lucrative","7B PL DU SQUARE15000 AURILLAC"
"Société générale","Lucrative","17 AV CH.PERIE15200 MAURIAC"
"Société générale","Lucrative","8 AV G CLEMENCEAU16000 ANGOULEME"
"Société générale","Lucrative","107 RUE DE SAINTES16000 ANGOULEME"
"Société générale","Lucrative","11 RUE VICTOR HUGO16300 BARBEZIEUX"
"Société générale","Lucrative","33 RUE D'ANGOULEME16100 COGNAC"
"Société générale","Lucrative","17 RUE AUGIER16100 COGNAC"
"Société générale","Lucrative","20 PL DU CHATEAU16200 JARNAC"
"Société générale","Lucrative","41 RUE DE QUIERS16400 LA COURONNE"
"Société générale","Lucrative","26 GRANDE RUE16110 LA ROCHEFOUCAULD-EN-ANGOUMOIS"
"Société générale","Lucrative","4 AV JEAN JAURES16600 RUELLE/TOUVRE"
"Société générale","Lucrative","14 RUE DR EMILE ROUX16700 RUFFEC"
"Société générale","Lucrative","26 B AV CDT LISIACK17440 AYTRE"
"Société générale","Lucrative","109-111 BD DE LA REPUBLIQUE17340 CHATELAILLON PLAGE"
"Société générale","Lucrative","12 RUE DU PALAIS17000 LA ROCHELLE"
"Société générale","Lucrative","12 RUE DU PALAIS17000 LA ROCHELLE"
"Société générale","Lucrative","48 AV JEAN MONNET17000 LA ROCHELLE"
"Société générale","Lucrative","125 BD ANDRE SAUTEL17000 LA ROCHELLE"
"Société générale","Lucrative","AV DU FIEF ROSE17140 LAGORD"
"Société générale","Lucrative","PL GAL DE GAULLE17480 CHATEAU D'OLERON"
"Société générale","Lucrative","7 RUE PASTEUR17800 PONS"
"Société générale","Lucrative","28 B RUE DE PUYRAVAULT17300 ROCHEFORT"
"Société générale","Lucrative","3 FRONT DE MER17200 ROYAN"
"Société générale","Lucrative","5 PL ANDRE LEMOYNE17400 ST-JEAN-D'ANGELY"
"Société générale","Lucrative","RTE DE LA FLOTTE17410 SAINT MARTIN DE RE"
"Société générale","Lucrative","44 CRS NATIONAL17100 SAINTES"
"Société générale","Lucrative","28 B PL GEN DE GAULLE17600 SAUJON"
"Société générale","Lucrative","16 PL DE L'EUROPE17700 SURGERES"
"Société générale","Lucrative","124 AV MARCEL HAEGELEN18000 BOURGES"
"Société générale","Lucrative","24A RUE DU COMMERCE18000 BOURGES"
"Société générale","Lucrative","24B RUE DU COMMERCE18000 BOURGES"
"Société générale","Lucrative","163 RUE JEANNE D'ARC18500 MEHUN-SUR-YEVRE"
"Société générale","Lucrative","7 RUE BENJAMIN CONSTANT18200 ST AMAND MONTROND"
"Société générale","Lucrative","4 PL HOTEL DE VILLE18230 ST-DOULCHARD"
"Société générale","Lucrative","21 AV G. DORDAIN18400 ST FLORENT/CHER"
"Société générale","Lucrative","14 RUE REPUBLIQUE18100 VIERZON"
"Société générale","Lucrative","1 AV JEAN JAURES19100 BRIVE-LA-GAILLARDE"
"Société générale","Lucrative","AV CYPRIEN FAURIE19100 BRIVE LA GAILLARDE"
"Société générale","Lucrative","1 AV JEAN JAURES19100 BRIVE LA GAILLARDE"
"Société générale","Lucrative","15 AV PIERRE ET MARIE CURIE19360 MALEMORT-SUR-CORREZE"
"Société générale","Lucrative","1 PL DU 11 NOVEMBRE19130 OBJAT"
"Société générale","Lucrative","21 QU A.DE CHAMMARD19000 TULLE"
"Société générale","Lucrative","3 AV MARMONTEL19200 USSEL"
"Société générale","Lucrative","4 RUE SERGENT CASALONGA20000 AJACCIO"
"Société générale","Lucrative","111 CRS NAPOLEON20090 AJACCIO"
"Société générale","Lucrative","4 RUE SERGENT CASALONGA20000 AJACCIO"
"Société générale","Lucrative","24 CRS LUCIEN BONAPARTE20000 AJACCIO"
"Société générale","Lucrative","38 RUE SAINT ERASME20169 BONIFACIO"
"Société générale","Lucrative","LES MARINES II20166 PORTICCIO"
"Société générale","Lucrative","LES QUATRE CHEMINS20137 PORTO-VECCHIO"
"Société générale","Lucrative","6 AV DES PECHEURS20110 PROPRIANO"
"Société générale","Lucrative","RTE NATIONALE 19420167 SARROLA CARCOPINO"
"Société générale","Lucrative","1 RUE DU JUGE FALCONE20200 BASTIA"
"Société générale","Lucrative","1 RUE DU JUGE FALCONE20200 BASTIA"
"Société générale","Lucrative","1 RUE DU JUGE FALCONE20200 BASTIA"
"Société générale","Lucrative","RTE NATIONALE 19320600 BASTIA"
"Société générale","Lucrative","PL SAINT-NICOLAS20200 BASTIA"
"Société générale","Lucrative","AV DE BORGO20290 BORGO"
"Société générale","Lucrative","AVENUE CHRISTOPHE COLOMB20260 CALVI"
"Société générale","Lucrative","24 CRS PAOLI20250 CORTE"
"Société générale","Lucrative","RTE NATIONALE 19320600 FURIANI"
"Société générale","Lucrative","198 ROUTE NATIONALE20240 GHISONACCIA"
"Société générale","Lucrative","AV PICCIONI20220 L'ILE-ROUSSE"
"Société générale","Lucrative","PL DU MONUMENT20217 ST FLORENT"
"Société générale","Lucrative","RESIDENCE SAN NICOLAO20230 MORIANI-PLAGE"
"Société générale","Lucrative","3 RUE COLONEL REDOUTEY21130 AUXONNE"
"Société générale","Lucrative","3 5 PL MONGE21200 BEAUNE"
"Société générale","Lucrative","8 RUE BUFFON21800 CHEVIGNY SAINT SAUVEUR"
"Société générale","Lucrative","11 RPT DE LA NATION21000 DIJON"
"Société générale","Lucrative","11 RPT DE LA NATION21000 DIJON"
"Société générale","Lucrative","152 AV JEAN-JAURES21000 DIJON"
"Société générale","Lucrative","9 BD CLEMENCEAU21000 DIJON"
"Société générale","Lucrative","11 RPT DE LA NATION21000 DIJON"
"Société générale","Lucrative","50 BD JEANNE D'ARC21000 DIJON"
"Société générale","Lucrative","1 RUE DE LA LIBERTE21000 DIJON"
"Société générale","Lucrative","13 RPT DE LA NATION21000 DIJON"
"Société générale","Lucrative","22 AV VICTOR HUGO21000 DIJON"
"Société générale","Lucrative","9 GRANDE RUE21700 NUITS-ST-GEORGES"
"Société générale","Lucrative","13 RUE LA FERRONNERIE22100 DINAN"
"Société générale","Lucrative","8 RUE CLEMENCEAU22430 ERQUY"
"Société générale","Lucrative","32 PL DU CENTRE22200 GUINGAMP"
"Société générale","Lucrative","30 RUE CHARLES CARTEL22400 LAMBALLE"
"Société générale","Lucrative","CTRE CIAL CARREFOUR22360 LANGUEUX"
"Société générale","Lucrative","4 QU D'AIGUILLON22300 LANNION"
"Société générale","Lucrative","16 AV DES COMBATTANTS22600 LOUDEAC"
"Société générale","Lucrative","6 PL LA REPUBLIQUE22500 PAIMPOL"
"Société générale","Lucrative","4 RUE DE LA POSTE22700 PERROS-GUIREC"
"Société générale","Lucrative","56 RUE SAINT-GUILLAUME22000 ST-BRIEUC"
"Société générale","Lucrative","16 QU DE LA REPUBLIQUE22410 ST-QUAY-PORTRIEUX"
"Société générale","Lucrative","56 RUE SAINT GUILLAUME22000 SAINT BRIEUC"
"Société générale","Lucrative","3 PL BONNYAUD23000 GUERET"
"Société générale","Lucrative","64 RUE NEUVE D ARGENSON24100 BERGERAC"
"Société générale","Lucrative","28 RTE DE RIBERAC24650 CHANCELADE"
"Société générale","Lucrative","16 CRS M MONTAIGNE24000 PERIGUEUX"
"Société générale","Lucrative","39 RUE REPUBLIQUE24200 SARLAT-LA-CANEDA"
"Société générale","Lucrative","10 RUE DU GOU GENERAL COURNARIE24120 TERRASSON-LAVILLEDIEU"
"Société générale","Lucrative","8 PL DU MAL. FOCH24800 THIVIERS"
"Société générale","Lucrative","235 AV MICHEL GRANDOU24750 TRELISSAC"
"Société générale","Lucrative","CHE DU PRABEY25000 BESANCON"
"Société générale","Lucrative","17D RUE ALAIN SAVARY25000 BESANCON"
"Société générale","Lucrative","8 RUE DES CHAPRAIS25000 BESANCON"
"Société générale","Lucrative","68 GRANDE RUE25000 BESANCON"
"Société générale","Lucrative","17 F RUE ALAIN SAVARY25000 BESANCON"
"Société générale","Lucrative","3 RUE JEAN BAPTISTE PERTOIS25200 MONTBELIARD"
"Société générale","Lucrative","6 GRANDE RUE25500 MORTEAU"
"Société générale","Lucrative","6 RUE EUGENE THEVENIN25300 PONTARLIER"
"Société générale","Lucrative","12 GRANDE RUE25700 VALENTIGNEY"
"Société générale","Lucrative","8 ALL DE PROVENCE26300 BOURG DE PEAGE"
"Société générale","Lucrative","4 AVENUE JEAN MOULIN26500 BOURG LES VALENCE"
"Société générale","Lucrative","11 RUE DE L HOPITAL26120 CHABEUIL"
"Société générale","Lucrative","7 CRS DE JOUBERNON26400 CREST"
"Société générale","Lucrative","7-9 RUE DES REYMONDS26220 DIEULEFIT"
"Société générale","Lucrative","19 AV LEON AUBIN26250 LIVRON"
"Société générale","Lucrative","23 RUE RAYMOND DAUJAT26200 MONTELIMAR"
"Société générale","Lucrative","23 RUE RAYMOND DAUJAT26200 MONTELIMAR"
"Société générale","Lucrative","1 RUE DU MARECHAL LECLERC26200 MONTELIMAR"
"Société générale","Lucrative","3 PL AUTIERO26110 NYONS"
"Société générale","Lucrative","9 PL XAVIER TAILLADE26700 PIERRELATTE"
"Société générale","Lucrative","5 COTE DES CORDELIERS26100 ROMANS-SUR-ISERE"
"Société générale","Lucrative","6 PL DE LA LIBERATION26130 ST PAUL TROIS CHATEAUX"
"Société générale","Lucrative","38 BD GAL DE GAULLE26000 VALENCE"
"Société générale","Lucrative","38 BD DU GAL DE GAULLE26000 VALENCE"
"Société générale","Lucrative","195 AV VICTOR HUGO26000 VALENCE"
"Société générale","Lucrative","3 RUE DE L'ABBATIALE27300 BERNAY"
"Société générale","Lucrative","239 GRANDE RUE27310 BOURG ACHARD"
"Société générale","Lucrative","PL FREMONT DES ESSARTS27800 BRIONNE"
"Société générale","Lucrative","24 RUE CHARTRAINE27000 EVREUX"
"Société générale","Lucrative","24 RUE CHARTRAINE27000 EVREUX"
"Société générale","Lucrative","1 AV DU GAL LECLERC27600 GAILLON"
"Société générale","Lucrative","46 T RUE DE PARIS27620 GASNY"
"Société générale","Lucrative","25 RUE CAPPEVILLE27140 GISORS"
"Société générale","Lucrative","70 AV ARISTIDE BRIAND27930 GRAVIGNY"
"Société générale","Lucrative","94 RUE HENRI IV27540 IVRY-LA-BATAILLE"
"Société générale","Lucrative","19 RUE DUPONT DE L'EURE27110 LE NEUBOURG"
"Société générale","Lucrative","11 PL DU GAL DE GAULLE27100 LE VAUDREUIL"
"Société générale","Lucrative","29 PL NICOLAS POUSSIN27700 LES ANDELYS"
"Société générale","Lucrative","37 RUE DU MARECHAL FOCH27400 LOUVIERS"
"Société générale","Lucrative","10 RUE DE L'HOTEL DIEU27320 NONANCOURT"
"Société générale","Lucrative","95 RUE ISAMBARD27120 PACY-SUR-EURE"
"Société générale","Lucrative","12 RUE ALFRED CANEL27500 PONT-AUDEMER"
"Société générale","Lucrative","4 RUE BLIN27340 PONT-DE-L'ARCHE"
"Société générale","Lucrative","74 RUE CHANOINE BOULOGNE27220 ST ANDRE DE L'EURE"
"Société générale","Lucrative","2 TER RUE DE L'EQUERRE27180 ST SEBASTIEN DE MORSENT"
"Société générale","Lucrative","51 PL DE LA MADELEINE27130 VERNEUIL D'AVRE ET D'ITON"
