"Banque","Type","Adresse"
"bnp_paribas","lucrative","2, Cours Aristide Briand , 08000 Charleville-Mézières"
"bnp_paribas","lucrative","6, Rue Pierre Curie , 08300 Rethel"
"bnp_paribas","lucrative","5, Avenue du Marechal Leclerc , 08200 Sedan"
"bnp_paribas","lucrative","53, Cours Gabriel Faure , 09000 Foix"
"bnp_paribas","lucrative","2, Avenue du 11 Novembre 1918 , 09300 Lavelanet"
"bnp_paribas","lucrative","2, Route de Foix , 09100 Pamiers"
"bnp_paribas","lucrative","7, Rue du Theatre , 10200 Bar-sur-Aube"
"bnp_paribas","lucrative","20, Rue de la Republique , 10110 Bar-sur-Seine"
"bnp_paribas","lucrative","26, Rue de l Hotel Dieu , 10400 Nogent-sur-Seine"
"bnp_paribas","lucrative","2, Avenue Jules Guesde , 10150 Pont-Sainte-Marie"
"bnp_paribas","lucrative","56, Rue de la Boule d Or , 10100 Romilly-sur-Seine"
"bnp_paribas","lucrative","41, Avenue du General Gallieni , 10300 Sainte-Savine"
"bnp_paribas","lucrative","53, Rue du General de Gaulle , 10000 Troyes"
"bnp_paribas","lucrative","120, Avenue Pierre Brossolette , 10000 Troyes"
"bnp_paribas","lucrative","58, Rue Emile Zola , 10000 Troyes"
"bnp_paribas","lucrative","1, Rue Georges Clemenceau , 11000 Carcassonne"
"bnp_paribas","lucrative","Zone Comm. Planete Nord Ferraudiere , 11000 Carcassonne"
"bnp_paribas","lucrative","2, Rue Jean Baptiste de Maille , 11400 Castelnaudary"
"bnp_paribas","lucrative","3, Avenue du President Wilson , 11200 Lézignan-Corbières"
"bnp_paribas","lucrative","2, Place du General Leclerc , 11300 Limoux"
"bnp_paribas","lucrative","50, Rue Jean Jaures , 11100 Narbonne"
"bnp_paribas","lucrative","201, Rue Jean Jaures , 11210 Port-la-Nouvelle"
"bnp_paribas","lucrative","3, Avenue Pasteur , 11500 Quillan"
"bnp_paribas","lucrative","20, Rue Cayrade , 12300 Decazeville"
"bnp_paribas","lucrative","33, Boulevard Joseph Poulenc , 12500 Espalion"
"bnp_paribas","lucrative","2, Avenue Alfred Merle , 12100 Millau"
"bnp_paribas","lucrative","2, Avenue Jean Monnet , 12000 Rodez"
"bnp_paribas","lucrative","5, Avenue Victor Hugo , 12000 Rodez"
"bnp_paribas","lucrative","9, Boulevard Charles de Gaulle , 12400 Saint-Affrique"
"bnp_paribas","lucrative","29, Rue de la Republique , 12200 Villefranche-de-Rouergue"
"bnp_paribas","lucrative","8, Rue de la Fourane , 13090 Aix-en-Provence"
"bnp_paribas","lucrative","645 Route De Berre Les, Bd des Deux Ormes, 13090 Aix-en-Provence"
"bnp_paribas","lucrative","Za la Pioline Lot37 , 13100 Aix-en-Provence"
"bnp_paribas","lucrative","6, Cours Mirabeau , 13100 Aix-en-Provence"
"bnp_paribas","lucrative","1, Rue Rifle Rafle , 13100 Aix-en-Provence"
"bnp_paribas","lucrative","386, Boulevard Henri Tasso , 13190 Allauch"
"bnp_paribas","lucrative","10, Place de la Republique , 13200 Arles"
"bnp_paribas","lucrative","Place Lamartine , 13200 Arles"
"bnp_paribas","lucrative","1, Avenue Jeanne d Arc , 13400 Aubagne"
"bnp_paribas","lucrative","265, Route de la Ciotat , 13400 Aubagne"
"bnp_paribas","lucrative","2, Quai de l Huveaune , 13390 Auriol"
"bnp_paribas","lucrative","Route Nationale 8 , 13320 Bouc-Bel-Air"
"bnp_paribas","lucrative","1, Rue Colonel Rozanoff , 13620 Carry-le-Rouet"
"bnp_paribas","lucrative","37, Avenue Victor Hugo , 13260 Cassis"
"bnp_paribas","lucrative","16, Avenue Victor Hugo , 13160 Châteaurenard"
"bnp_paribas","lucrative","13, Avenue Camille Pelletan , 13270 Fos-sur-Mer"
"bnp_paribas","lucrative","6, Rue Jules Ferry , 13120 Gardanne"
"bnp_paribas","lucrative","68, Avenue Helene Boucher , 13800 Istres"
"bnp_paribas","lucrative","6, Quai Francois Mitterrand , 13600 La Ciotat"
"bnp_paribas","lucrative","Avenue Guillaume Dulac , 13600 La Ciotat"
"bnp_paribas","lucrative","122, Avenue des Marronniers / Immeuble Ferrato , 13112 La Destrousse"
"bnp_paribas","lucrative","8, Route d Aix , 13410 Lambesc"
"bnp_paribas","lucrative","680 Rue Guillaume Du Vair Pole, 13290 Aix-en-Provence"
"bnp_paribas","lucrative","4-8 Avenue Jean Jaures , 13700 Marignane"
"bnp_paribas","lucrative","83-85 la Canebiere , 13001 Marseille 1er"
"bnp_paribas","lucrative","59, Rue Saint Ferreol , 13001 Marseille 1er"
"bnp_paribas","lucrative","5, Boulevard de Dunkerque , 13002 Marseille 2e"
"bnp_paribas","lucrative","87, Rue de la Republique , 13002 Marseille 2e"
"bnp_paribas","lucrative","1, Place Bernard Cadenat , 13003 Marseille 3e"
"bnp_paribas","lucrative","7, Boulevard Sakakini , 13004 Marseille 4e"
"bnp_paribas","lucrative","71, Boulevard Chave , 13005 Marseille 5e"
"bnp_paribas","lucrative","3, Place Castellane , 13006 Marseille 6e"
"bnp_paribas","lucrative","112, Boulevard de la Corderie , 13007 Marseille 7e"
"bnp_paribas","lucrative","141, Avenue de Hambourg , 13008 Marseille 8e"
"bnp_paribas","lucrative","475, Avenue du Prado , 13008 Marseille 8e"
"bnp_paribas","lucrative","425, Rue Paradis , 13008 Marseille 8e"
"bnp_paribas","lucrative","294, Avenue du Prado , 13008 Marseille 8e"
"bnp_paribas","lucrative","325, Avenue de Mazargues , 13008 Marseille 8e"
"bnp_paribas","lucrative","83, Boulevard du Redon , 13009 Marseille 9e"
"bnp_paribas","lucrative","158, Boulevard Sainte Marguerite , 13009 Marseille 9e"
"bnp_paribas","lucrative","9, Impasse Ferdinand Arnodin , 13010 Marseille 10e"
"bnp_paribas","lucrative","111, Route des Camoins , 13011 Marseille 11e"
"bnp_paribas","lucrative","117, Avenue du 24 Avril 1915 , 13012 Marseille 12e"
"bnp_paribas","lucrative","134, Rue Montaigne , 13012 Marseille 12e"
"bnp_paribas","lucrative","32, Boulevard Marcel Delprat , 13013 Marseille 13e"
"bnp_paribas","lucrative","102, Route Nationale de Saint Louis , 13015 Marseille 15e"
"bnp_paribas","lucrative","9, Esplanade des Belges , 13500 Martigues"
"bnp_paribas","lucrative","Avenue du 18 Juin , 13380 Plan-de-Cuques"
"bnp_paribas","lucrative","64, Avenue du Port , 13230 Port-Saint-Louis-du-Rhône"
"bnp_paribas","lucrative","85, Boulevard Jean Jaures , 13340 Rognac"
"bnp_paribas","lucrative","18, Avenue Francis Perrin , 13790 Rousset"
"bnp_paribas","lucrative","Cantine N 1 C.E.A. Cadarache , 13115 Saint-Paul-lès-Durance"
"bnp_paribas","lucrative","7-8-9 Place de la Republique , 13210 Saint-Rémy-de-Provence"
"bnp_paribas","lucrative","82, Cours Carnot , 13300 Salon-de-Provence"
"bnp_paribas","lucrative","30, Avenue Jean Jaures , 13530 Trets"
"bnp_paribas","lucrative","Place du Ventoux , 13770 Venelles"
"bnp_paribas","lucrative","Centre Urbain Arcade des Citeaux , 13127 Vitrolles"
"bnp_paribas","lucrative","14, Rue Alain Chartier , 14400 Bayeux"
"bnp_paribas","lucrative","15, Place de la Republique , 14000 Caen"
"bnp_paribas","lucrative","8, Boulevard Georges Pompidou , 14000 Caen"
"bnp_paribas","lucrative","55, Rue de Geole , 14000 Caen"
"bnp_paribas","lucrative","Le Pericentre Batiment A 27 Avenue de , 14000 Caen"
"bnp_paribas","lucrative","8, Avenue Henry Cheron , 14000 Caen"
"bnp_paribas","lucrative","2, Place de la Demi Lune , 14000 Caen"
"bnp_paribas","lucrative","50, Rue de la Mer , 14470 Courseulles-sur-Mer"
"bnp_paribas","lucrative","108, Rue Victor Hugo , 14800 Deauville"
"bnp_paribas","lucrative","2, Rue D'Hastings , 14160 Dives-sur-Mer"
"bnp_paribas","lucrative","6, Avenue de la Basilique , 14440 Douvres-la-Délivrande"
"bnp_paribas","lucrative","4, Place Francois Mitterrand , 14100 Lisieux"
"bnp_paribas","lucrative","15, Rue Marcel Demonque , 84140 Montviette"
"bnp_paribas","lucrative","74, Avenue de la Mer A Riva Bella , 14150 Ouistreham"
"bnp_paribas","lucrative","15, Rue d Aigneaux , 14500 Vire"
"bnp_paribas","lucrative","3, Place du Square , 15000 Aurillac"
"bnp_paribas","lucrative","6 Rue du Docteur Mallet , 15100 Saint-Flour"
"bnp_paribas","lucrative","24, Place de L'Hotel de Ville , 16000 Angoulême"
"bnp_paribas","lucrative","13, Place Francois 1er , 16100 Cognac"
"bnp_paribas","lucrative","13, Place du Chateau , 16200 Jarnac"
"bnp_paribas","lucrative","1, Avenue Gambetta , 16700 Ruffec"
"bnp_paribas","lucrative","250, Avenue Charles de Gaulle , 16800 Soyaux"
"bnp_paribas","lucrative","101, Boulevard de la Republique , 17340 Châtelaillon-Plage"
"bnp_paribas","lucrative","13, Place du Marche , 17500 Jonzac"
"bnp_paribas","lucrative","7, Cours Felix Faure , 17630 La Flotte"
"bnp_paribas","lucrative","1, Rue de la Grosse Horloge , 17000 La Rochelle"
"bnp_paribas","lucrative","68, B Avenue Jean Guiton , 17000 La Rochelle"
"bnp_paribas","lucrative","8, Rue Thiers , 17000 La Rochelle"
"bnp_paribas","lucrative","39, Rue de la Scierie , 17000 La Rochelle"
"bnp_paribas","lucrative","9, Place Gambetta , 17390 La Tremblade"
"bnp_paribas","lucrative","35, Avenue Charles de Gaulle , 17300 Rochefort"
"bnp_paribas","lucrative","1, Rue Notre Dame , 17200 Royan"
"bnp_paribas","lucrative","18, Place de l Hotel de Ville , 17400 Saint-Jean-d'Angély"
"bnp_paribas","lucrative","45, Rue de la Bouline , 17310 Saint-Pierre-d'Oléron"
"bnp_paribas","lucrative","40-41 Bis Cours National , 17100 Saintes"
"bnp_paribas","lucrative","21, Rue du Prieure , 18700 Aubigny-sur-Nère"
"bnp_paribas","lucrative","37, Rue Moyenne , 18000 Bourges"
"bnp_paribas","lucrative","55, Rue Henri Barbusse , 18200 Saint-Amand-Montrond"
"bnp_paribas","lucrative","404, Route D'Orleans , 18230 Saint-Doulchard"
"bnp_paribas","lucrative","11, Rue de la Republique , 18100 Vierzon"
"bnp_paribas","lucrative","53, Avenue Pasteur , 19400 Argentat"
"bnp_paribas","lucrative","4, Avenue Gambetta , 19110 Bort-les-Orgues"
"bnp_paribas","lucrative","23, Boulevard du General Koenig , 19100 Brive-la-Gaillarde"
"bnp_paribas","lucrative","4, Rue Pierre Et Marie Curie , 19360 Malemort-sur-Corrèze"
"bnp_paribas","lucrative","1, Quai Gabriel Peri , 19000 Tulle"
"bnp_paribas","lucrative","113, Avenue Carnot , 19200 Ussel"
"bnp_paribas","lucrative","33, Cours Napoleon , 20000 Ajaccio"
"bnp_paribas","lucrative","Mezzavia , 20000 Ajaccio"
"bnp_paribas","lucrative","15, Boulevard du General de Gaulle , 20200 Bastia"
"bnp_paribas","lucrative","Rn193 Casatorra , 20620 Biguglia"
"bnp_paribas","lucrative","Les Quatre Chemins Ctre Commercial , 20137 Porto-Vecchio"
"bnp_paribas","lucrative","26, Place Carnot , 21200 Beaune"
"bnp_paribas","lucrative","18, Rue du Mal de Lattre de Tassigny , 21400 Châtillon-sur-Seine"
"bnp_paribas","lucrative","73, Avenue Roland Carraz , 21300 Chenôve"
"bnp_paribas","lucrative","1, Place Darcy , 21000 Dijon"
"bnp_paribas","lucrative","12, Boulevard de L'Universite , 21000 Dijon"
"bnp_paribas","lucrative","8, Rue Rameau , 21000 Dijon"
"bnp_paribas","lucrative","7-9 Place de la Republique , 21000 Dijon"
"bnp_paribas","lucrative","85, Avenue de Langres , 21000 Dijon"
"bnp_paribas","lucrative","2, Place Gambetta , 21500 Montbard"
"bnp_paribas","lucrative","37, Rue Thurot , 21700 Nuits-Saint-Georges"
"bnp_paribas","lucrative","22, Boulevard du Champ Aux Metiers , 21800 Quetigny"
"bnp_paribas","lucrative","57, Boulevard de Troyes , 21240 Talant"
"bnp_paribas","lucrative","3, Place Duclos , 22100 Dinan"
"bnp_paribas","lucrative","44, Rue Notre Dame , 22200 Guingamp"
"bnp_paribas","lucrative","7, Rue de la Croix Aux Feves , 22400 Lamballe"
"bnp_paribas","lucrative","9, Quai D'Aiguillon , 22300 Lannion"
"bnp_paribas","lucrative","24, Avenue des Combattants , 22600 Loudéac"
"bnp_paribas","lucrative","5, Place du Martray , 22500 Paimpol"
"bnp_paribas","lucrative","9 Rue du General de Gaulle , 22700 Perros-Guirec"
"bnp_paribas","lucrative","4, Bis Rue du Pont , 22130 Plancoët"
"bnp_paribas","lucrative","19, Rue du Commerce , 22190 Plérin"
"bnp_paribas","lucrative","3, Place 1830 , 22800 Quintin"
"bnp_paribas","lucrative","11, Place Duguesclin , 22000 Saint-Brieuc"
"bnp_paribas","lucrative","1, Place du General de Gaulle , 22220 Tréguier"
"bnp_paribas","lucrative","4, Place Maurice Dayras , 23200 Aubusson"
"bnp_paribas","lucrative","12, Rue Eugene France , 23000 Guéret"
"bnp_paribas","lucrative","Place Saint Jacques , 23300 La Souterraine"
"bnp_paribas","lucrative","68, Rue Neuve D'Argenson , 24100 Bergerac"
"bnp_paribas","lucrative","Place de l Hotel de Ville , 24260 Le Bugue"
"bnp_paribas","lucrative","Avenue Georges Pompidou , 24700 Montpon-Ménestérol"
"bnp_paribas","lucrative","2, Place du General de Gaulle , 24000 Périgueux"
"bnp_paribas","lucrative","17, Place Nationale , 24600 Ribérac"
"bnp_paribas","lucrative","21, Rue de la Republique , 24200 Sarlat-la-Canéda"
"bnp_paribas","lucrative","7, Rue Jules Theulier , 24800 Thiviers"
"bnp_paribas","lucrative","57, Grande Rue , 25400 Audincourt"
"bnp_paribas","lucrative","1, Rue de la Prefecture , 25000 Besançon"
"bnp_paribas","lucrative","34, Grande Rue , 25000 Besançon"
"bnp_paribas","lucrative","50, Chemin de Charigney , 25000 Besançon"
"bnp_paribas","lucrative","22, Rue Auguste Jouchoux , 25000 Besançon"
"bnp_paribas","lucrative","27, Rue Cuvier , 25200 Montbéliard"
"bnp_paribas","lucrative","2, Grande Rue , 25500 Morteau"
"bnp_paribas","lucrative","5, Place Roger Salengro , 25300 Pontarlier"
"bnp_paribas","lucrative","65, Avenue Marc Urtin , 26500 Bourg-lès-Valence"
"bnp_paribas","lucrative","17, Rue Paul Pons , 26400 Crest"
"bnp_paribas","lucrative","10, Place Emile Loubet , 26200 Montélimar"
"bnp_paribas","lucrative","Chemin des Blaches , 26200 Montélimar"
"bnp_paribas","lucrative","Avenue Paul Laurens , 26110 Nyons"
"bnp_paribas","lucrative","3, Avenue Jean Perrin , 26700 Pierrelatte"
"bnp_paribas","lucrative","4, Rue Emile Zola , 26800 Portes-lès-Valence"
"bnp_paribas","lucrative","70, Place Jean Jaures , 26100 Romans-sur-Isère"
"bnp_paribas","lucrative","Place Saint Jean , 26130 Saint-Paul-Trois-Châteaux"
"bnp_paribas","lucrative","1, Boulevard Bancel , 26000 Valence"
"bnp_paribas","lucrative","37, Rue du General de Gaulle , 27300 Bernay"
"bnp_paribas","lucrative","202, Grande Rue , 27310 Bourg-Achard"
"bnp_paribas","lucrative","22, Rue du Marechal Foch , 27150 Étrépagny"
"bnp_paribas","lucrative","22, Rue de Grenoble , 27000 Évreux"
"bnp_paribas","lucrative","6, Place Aristide Briand , 27600 Gaillon"
"bnp_paribas","lucrative","29, Rue Cappeville , 27140 Gisors"
"bnp_paribas","lucrative","106, Rue Henry Iv , 27540 Ivry-la-Bataille"
"bnp_paribas","lucrative","76, Rue de la Republique , 27110 Le Neubourg"
"bnp_paribas","lucrative","39, Place Nicolas Poussin , 27700 Les Andelys"
"bnp_paribas","lucrative","36, Rue du Marechal Foch , 27400 Louviers"
"bnp_paribas","lucrative","14, Place Aristide Briand , 27320 Nonancourt"
"bnp_paribas","lucrative","76, Rue Edouard Isambard , 27120 Pacy-sur-Eure"
"bnp_paribas","lucrative","1, Place de Verdun , 27500 Pont-Audemer"
"bnp_paribas","lucrative","122, Place de la Madeleine , 27130 Verneuil-sur-Avre"
"bnp_paribas","lucrative","10, Place du Vieux Rene , 27200 Vernon"
"bnp_paribas","lucrative","7, Et 9 Place des Epars , 28000 Chartres"
"bnp_paribas","lucrative","26, Rue de la Republique , 28200 Châteaudun"
"bnp_paribas","lucrative","13-15 Grande Rue Maurice Violette , 28100 Dreux"
"bnp_paribas","lucrative","Place Aristide Briand , 28230 Épernon"
"bnp_paribas","lucrative","13, Rue Villette Gate , 28400 Nogent-le-Rotrou"
"bnp_paribas","lucrative","28, Rue D'Aiguillon , 29200 Brest"
"bnp_paribas","lucrative","16, Avenue de Tarente , 29200 Brest"
"bnp_paribas","lucrative","1, Rue Victor Hugo , 29200 Brest"
"bnp_paribas","lucrative","2, Rue Aristide Briand , 29270 Carhaix-Plouguer"
"bnp_paribas","lucrative","11, Quai Jean Moulin , 29150 Châteaulin"
"bnp_paribas","lucrative","1, Bis Avenue du Docteur Nicolas , 29900 Concarneau"
"bnp_paribas","lucrative","5, Rue de Reims , 29160 Crozon"
"bnp_paribas","lucrative","12, Rue Jean Bart , 29100 Douarnenez"
"bnp_paribas","lucrative","6, Rue Armor , 29170 Fouesnant"
"bnp_paribas","lucrative","13, Rue de la Tour D'Auvergne , 29800 Landerneau"
"bnp_paribas","lucrative","7, Avenue du Marechal Foch , 29400 Landivisiau"
"bnp_paribas","lucrative","1, Place des Viarmes , 29600 Morlaix"
"bnp_paribas","lucrative","7, Place du Calvaire , 29470 Plougastel-Daoulas"
"bnp_paribas","lucrative","26, Place Gambetta , 29120 Pont-l'Abbé"
"bnp_paribas","lucrative","26, Rue du Parc , 29000 Quimper"
"bnp_paribas","lucrative","1, Rue Leuriou , 29300 Quimperlé"
"bnp_paribas","lucrative","9, Place de Guebriant , 29250 Saint-Pol-de-Léon"
"bnp_paribas","lucrative","1, Boulevard Diderot , 30220 Aigues-Mortes"
"bnp_paribas","lucrative","39, Rue D'Avejan , 30100 Alès"
"bnp_paribas","lucrative","1341 Quai du Mas d Hours , 30100 Alès"
"bnp_paribas","lucrative","11, Place Jean Jaures , 30200 Bagnols-sur-Cèze"
"bnp_paribas","lucrative","34, Quai General de Gaulle , 30300 Beaucaire"
"bnp_paribas","lucrative","1, Rue des Rolliers , 30820 Caveirac"
"bnp_paribas","lucrative","17, Quai Colbert , 30240 Le Grau-du-Roi"
"bnp_paribas","lucrative","Avenue de la 2eme Db , 30133 Les Angles"
"bnp_paribas","lucrative","15-17 Boulevard Victor Hugo , 30000 Nîmes"
"bnp_paribas","lucrative","59, Avenue Jean Jaures , 30000 Nîmes"
"bnp_paribas","lucrative","Rue San Lucar , 30000 Nîmes"
"bnp_paribas","lucrative","92, Avenue Georges Pompidou , 30000 Nîmes"
"bnp_paribas","lucrative","4, Impasse de la Malautiere , 30250 Sommières"
"bnp_paribas","lucrative","2, Boulevard des Allies , 30700 Uzès"
"bnp_paribas","lucrative","22, Route de Toulouse , 31190 Auterive"
"bnp_paribas","lucrative","14, Allee D'Etigny , 31110 Bagnères-de-Luchon"
"bnp_paribas","lucrative","1, Avenue de Toulouse / Residence Les Caraibes , 31130 Balma"
"bnp_paribas","lucrative","1, Place Jean Louis Puig , 31700 Blagnac"
"bnp_paribas","lucrative","Allee de Xeraco , 31150 Bruguières"
"bnp_paribas","lucrative","27, Avenue de Toulouse , 31320 Castanet-Tolosan"
"bnp_paribas","lucrative","11, Place de la Bascule , 31770 Colomiers"
"bnp_paribas","lucrative","4, Chemin de la Plane , 31700 Cornebarrieu"
"bnp_paribas","lucrative","6, Place de l Eglise , 31270 Cugnaux"
"bnp_paribas","lucrative","2134, Route de Tarbes , 31470 Fonsorbes"
"bnp_paribas","lucrative","7-9 Rue de la Republique , 31620 Fronton"
"bnp_paribas","lucrative","6, Rue Gambetta , 31330 Grenade"
"bnp_paribas","lucrative","Lotissement Saint Caprais , 31240 L'Union"
"bnp_paribas","lucrative","Route de Baziege , 31670 Labège"
"bnp_paribas","lucrative","4, Place Mercadieu , 31600 Muret"
"bnp_paribas","lucrative","Rue Principale , 31820 Pibrac"
"bnp_paribas","lucrative","57, Avenue des Pyrenees , 31830 Plaisance-du-Touch"
"bnp_paribas","lucrative","Route d Espagne Rn20 , 31120 Portet-sur-Garonne"
"bnp_paribas","lucrative","16, Route de Castres , 31130 Quint-Fonsegrives"
"bnp_paribas","lucrative","13, Rue de Vaure , 31250 Revel"
"bnp_paribas","lucrative","2, Avenue de Fronton , 31140 Saint-Alban"
"bnp_paribas","lucrative","27, Rue de la Republique , 31800 Saint-Gaudens"
